CVE,target_repo,target_tag,TOOL,TP/FP
CVE-2022-2191,jetty@@jetty.project,jetty-11.0.0-alpha0,VUDDY,TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.13,,TP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.0,,TP
CVE-2022-2232,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2022-2232,keycloak@@keycloak,8.0.2,AntMan,TP
CVE-2022-2232,keycloak@@keycloak,19.0.3,AntMan,TP
CVE-2022-2232,keycloak@@keycloak,15.0.1,"MVP, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,24.0.6,MVP,FP
CVE-2022-2232,keycloak@@keycloak,18.0.1,"MVP, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,26.0.1,MVP,FP
CVE-2022-2232,keycloak@@keycloak,11.0.1,AntMan,TP
CVE-2022-2232,keycloak@@keycloak,21.1.0,"VUDDY, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,22.0.2,"MVP, AntMan",TP
CVE-2022-2232,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2022-2232,keycloak@@keycloak,15.1.0,,TP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v4.0.4,"MVP, AntMan",FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v4.1.5,"MVP, AntMan",FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v4.0.0-M1,"VUDDY, MVP, AntMan",FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v3.1.3,MVP,FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v4.0.0,MVP,FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v4.0.0-M1,MVP,FP
CVE-2022-22946,spring-cloud@@spring-cloud-gateway,v3.0.0-M2,MVP,FP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.14,AntMan,TP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.0-RC2,"VUDDY, AntMan",TP
CVE-2022-22965,spring-projects@@spring-framework,v6.1.13,MVP,FP
CVE-2022-22965,spring-projects@@spring-framework,v6.0.0-M3,AntMan,TP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.4,"VUDDY, AntMan",TP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.8,"VUDDY, AntMan",TP
CVE-2022-22965,spring-projects@@spring-framework,v6.0.0-M3,MVP,FP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.0-M1,AntMan,TP
CVE-2022-22965,spring-projects@@spring-framework,v5.3.10,"VUDDY, AntMan",TP
CVE-2022-24697,apache@@kylin,kylin-5.0.0,AntMan,FP
CVE-2022-24697,apache@@kylin,kylin-5.0.0-beta,AntMan,FP
CVE-2022-24697,apache@@kylin,kylin-3.1.1,AntMan,TP
CVE-2022-24697,apache@@kylin,kylin-3.1.3,MVP,FP
CVE-2022-24697,apache@@kylin,kylin-3.1.0,"MVP, AntMan",TP
CVE-2022-24697,apache@@kylin,kylin-4.0.0-beta,AntMan,TP
CVE-2022-24697,apache@@kylin,kylin-4.0.0,"VUDDY, AntMan",TP
CVE-2022-24697,apache@@kylin,kylin-3.0.1,"MVP, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.105.Final,AntMan,FP
CVE-2022-24823,netty@@netty,netty-4.1.80.Final,AntMan,FP
CVE-2022-24823,netty@@netty,netty-4.1.52.Final,AntMan,TP
CVE-2022-24823,netty@@netty,netty-4.2.0.Alpha3,MVP,FP
CVE-2022-24823,netty@@netty,netty-4.1.49.Final,AntMan,TP
CVE-2022-24823,netty@@netty,netty-4.1.66.Final,"VUDDY, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.70.Final,"VUDDY, MVP, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.74.Final,"VUDDY, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.45.Final,"MVP, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.60.Final,"VUDDY, AntMan",TP
CVE-2022-24823,netty@@netty,netty-4.1.55.Final,MVP,TP
CVE-2022-25517,baomidou@@mybatis-plus,v3.4.1,"MVP, AntMan",TP
CVE-2022-25517,baomidou@@mybatis-plus,v3.5.3.2,AntMan,FP
CVE-2022-25517,baomidou@@mybatis-plus,v3.3.1,"VUDDY, MVP, AntMan",TP
CVE-2022-25517,baomidou@@mybatis-plus,v3.3.2,AntMan,TP
CVE-2022-25517,baomidou@@mybatis-plus,v3.4.3,AntMan,TP
CVE-2022-25647,google@@gson,gson-parent-2.9.0,MVP,FP
CVE-2022-25647,google@@gson,gson-parent-2.8.7,AntMan,TP
CVE-2022-25647,google@@gson,gson-parent-2.8.9,MVP,FP
CVE-2022-25647,google@@gson,gson-parent-2.10.1,MVP,FP
CVE-2022-26650,apache@@shenyu,v2.4.0,AntMan,TP
CVE-2022-26650,apache@@shenyu,v2.4.2,AntMan,TP
CVE-2022-26884,apache@@dolphinscheduler,3.1.7,AntMan,FP
CVE-2022-26884,apache@@dolphinscheduler,3.0.0-alpha,"MVP, AntMan",FP
CVE-2022-26884,apache@@dolphinscheduler,1.3.5,MVP,FP
CVE-2022-26884,apache@@dolphinscheduler,1.3.3,"MVP, AntMan",TP
CVE-2022-26884,apache@@dolphinscheduler,1.3.0,"MVP, AntMan",TP
CVE-2022-26884,apache@@dolphinscheduler,3.2.2,MVP,FP
CVE-2022-26884,apache@@dolphinscheduler,2.0.1,"MVP, AntMan",TP
CVE-2022-26884,apache@@dolphinscheduler,1.3.8,AntMan,TP
CVE-2022-26884,apache@@dolphinscheduler,1.2.1,AntMan,TP
CVE-2022-27772,spring-projects@@spring-boot,v2.7.13,AntMan,FP
CVE-2022-27772,spring-projects@@spring-boot,v3.0.0-RC2,"MVP, AntMan",FP
CVE-2022-27772,spring-projects@@spring-boot,v3.3.7,MVP,FP
CVE-2022-27772,spring-projects@@spring-boot,v2.4.0-M1,AntMan,TP
CVE-2022-27772,spring-projects@@spring-boot,v2.5.0-M1,MVP,FP
CVE-2022-33140,apache@@nifi,nifi-1.12.1-RC1,AntMan,TP
CVE-2022-33140,apache@@nifi,nifi-1.11.0-RC1,"MVP, AntMan",TP
CVE-2022-33140,apache@@nifi,nifi-2.0.0-M1-RC1,MVP,FP
CVE-2022-33140,apache@@nifi,nifi-1.28.1-RC1,MVP,FP
CVE-2022-33140,apache@@nifi,nifi-1.13.0-RC1,"VUDDY, MVP, AntMan",TP
CVE-2022-33140,apache@@nifi,nifi-1.27.0-RC1,MVP,FP
CVE-2022-33140,apache@@nifi,nifi-1.16.0-RC1,"VUDDY, AntMan",TP
CVE-2022-33140,apache@@nifi,nifi-1.14.0-RC1,"VUDDY, MVP, AntMan",TP
CVE-2022-33140,apache@@nifi,nifi-1.15.0-RC1,"VUDDY, AntMan",TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.440.3,AntMan,FP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.375.1,"MVP, AntMan",FP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.452.4,MVP,FP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.303.3,AntMan,TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.277.3,AntMan,TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.263.2,AntMan,TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.249.1,AntMan,TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.204.2,"MVP, AntMan",TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.479.2-rc,MVP,FP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.289.3,"VUDDY, AntMan",TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.319.3,AntMan,TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.346.1-rc,"VUDDY, AntMan",TP
CVE-2022-34174,jenkinsci@@jenkins,jenkins-2.222.4,"MVP, AntMan",TP
CVE-2022-34174,jenkinsci@@jenkins,2.361.1-rc,MVP,FP
CVE-2022-34917,apache@@kafka,3.9.0-rc0,"MVP, AntMan",FP
CVE-2022-34917,apache@@kafka,3.2.1-rc2,AntMan,TP
CVE-2022-34917,apache@@kafka,2.6.2-rc0,MVP,FP
CVE-2022-34917,apache@@kafka,3.1.1-rc0,AntMan,TP
CVE-2022-34917,apache@@kafka,3.0.0-rc0,AntMan,TP
CVE-2022-34917,apache@@kafka,3.1.0-rc0,"MVP, AntMan",TP
CVE-2022-34917,apache@@kafka,2.6.0-rc0,MVP,FP
CVE-2022-36033,jhy@@jsoup,jsoup-1.18.2,AntMan,FP
CVE-2022-36033,jhy@@jsoup,jsoup-1.15.1,AntMan,TP
CVE-2022-36033,jhy@@jsoup,jsoup-1.14.1,"MVP, AntMan",TP
CVE-2022-36033,jhy@@jsoup,jsoup-1.13.1,AntMan,TP
CVE-2022-36033,jhy@@jsoup,jsoup-1.18.1,MVP,FP
CVE-2022-37435,apache@@shenyu,v2.4.0,AntMan,TP
CVE-2022-37435,apache@@shenyu,v2.4.2,AntMan,TP
CVE-2022-3782,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,18.0.1,"VUDDY, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,24.0.2,MVP,FP
CVE-2022-3782,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2022-3782,keycloak@@keycloak,8.0.2,AntMan,TP
CVE-2022-3782,keycloak@@keycloak,23.0.2,MVP,FP
CVE-2022-3782,keycloak@@keycloak,10.0.1,"VUDDY, MVP, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,17.0.0,"VUDDY, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,15.1.0,AntMan,TP
CVE-2022-3782,keycloak@@keycloak,24.0.6,MVP,FP
CVE-2022-3782,keycloak@@keycloak,12.0.0,"VUDDY, MVP, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,11.0.1,"VUDDY, AntMan",TP
CVE-2022-3782,keycloak@@keycloak,15.0.1,VUDDY,TP
CVE-2022-3782,keycloak@@keycloak,19.0.3,,TP
CVE-2022-38369,apache@@iotdb,v0.13.0.1,"VUDDY, MVP, AntMan",TP
CVE-2022-38369,apache@@iotdb,v1.3.3,"MVP, AntMan",FP
CVE-2022-38369,apache@@iotdb,v0.14.0-preview3,MVP,FP
CVE-2022-38369,apache@@iotdb,v0.11.3,MVP,FP
CVE-2022-38369,apache@@iotdb,v1.3.1,MVP,FP
CVE-2022-38369,apache@@iotdb,v0.13.4,MVP,FP
CVE-2022-38370,apache@@iotdb,v0.13.4,AntMan,FP
CVE-2022-38370,apache@@iotdb,v0.14.0-preview3,AntMan,FP
CVE-2022-38370,apache@@iotdb,release/0.11.0,MVP,FP
CVE-2022-38370,apache@@iotdb,v1.3.3,MVP,FP
CVE-2022-38370,apache@@iotdb,v1.1.1,MVP,FP
CVE-2022-38370,apache@@iotdb,v0.13.0.1,MVP,FP
CVE-2022-38370,apache@@iotdb,v0.12.4,MVP,FP
CVE-2022-39135,apache@@calcite,calcite-1.30.0-rc2,"VUDDY, AntMan",TP
CVE-2022-39135,apache@@calcite,calcite-1.22.0,AntMan,TP
CVE-2022-39135,apache@@calcite,calcite-1.31.0-rc0,AntMan,TP
CVE-2022-39135,apache@@calcite,calcite-1.37.0-rc0,MVP,FP
CVE-2022-3916,keycloak@@keycloak,13.0.0,AntMan,TP
CVE-2022-3916,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2022-3916,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2022-3916,keycloak@@keycloak,18.0.1,"MVP, AntMan",TP
CVE-2022-3916,keycloak@@keycloak,24.0.6,MVP,FP
CVE-2022-3916,keycloak@@keycloak,15.1.0,AntMan,TP
CVE-2022-3916,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2022-3916,keycloak@@keycloak,23.0.2,MVP,FP
CVE-2022-3916,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2022-3916,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2022-39259,skylot@@jadx,v1.2.0,"MVP, AntMan",FP
CVE-2022-39259,skylot@@jadx,v1.4.0,"VUDDY, MVP, AntMan",TP
CVE-2022-39259,skylot@@jadx,v1.4.5,"VUDDY, AntMan",FP
CVE-2022-39259,skylot@@jadx,v1.3.0,AntMan,FP
CVE-2022-39259,skylot@@jadx,v1.4.6,VUDDY,FP
CVE-2022-39259,JetBrains@@intellij-community,idea_193.6015.22,"VUDDY, MVP",FP
CVE-2022-39259,skylot@@jadx,v1.5.0,VUDDY,FP
CVE-2022-39259,skylot@@jadx,v1.2.0,"VUDDY, AntMan",TP
CVE-2022-39259,skylot@@jadx,v1.4.5,MVP,FP
CVE-2022-39259,skylot@@jadx,v1.5.1,VUDDY,FP
CVE-2022-39259,skylot@@jadx,v1.3.0,"MVP, AntMan",TP
CVE-2022-39259,skylot@@jadx,v1.3.3,MVP,FP
CVE-2022-39259,skylot@@jadx,v1.3.3,"VUDDY, AntMan",TP
CVE-2022-39259,JetBrains@@intellij-community,idea_201.7223.18,"VUDDY, MVP",FP
CVE-2022-39259,JetBrains@@intellij-community,idea_201.8743.12,VUDDY,FP
CVE-2022-39259,skylot@@jadx,v1.5.1,MVP,FP
CVE-2022-39312,dataease@@dataease,v1.18.21,"VUDDY, MVP, AntMan",FP
CVE-2022-39312,dataease@@dataease,v1.0.0-rc1,"MVP, AntMan",TP
CVE-2022-39312,dataease@@dataease,v1.18.8,MVP,FP
CVE-2022-39312,dataease@@dataease,v1.17.1,MVP,FP
CVE-2022-39312,dataease@@dataease,v1.11.0,"MVP, AntMan",TP
CVE-2022-39312,dataease@@dataease,v1.14.0,"VUDDY, MVP, AntMan",TP
CVE-2022-39312,dataease@@dataease,v1.7.0,"VUDDY, AntMan",TP
CVE-2022-39312,dataease@@dataease,v1.18.21,MVP,FP
CVE-2022-39312,dataease@@dataease,v1.3.0,AntMan,TP
CVE-2022-39312,dataease@@dataease,v2.0.0,MVP,FP
CVE-2022-39312,dataease@@dataease,v1.18.16,VUDDY,FP
CVE-2022-39366,datahub-project@@datahub,v0.8.42,AntMan,TP
CVE-2022-39366,datahub-project@@datahub,v0.7.0,AntMan,TP
CVE-2022-39366,datahub-project@@datahub,v0.13.1,AntMan,FP
CVE-2022-39366,datahub-project@@datahub,v0.4.0,AntMan,TP
CVE-2022-39366,datahub-project@@datahub,v0.8.4,"MVP, AntMan",TP
CVE-2022-39366,datahub-project@@datahub,v0.8.15,AntMan,TP
CVE-2022-39366,datahub-project@@datahub,v0.3.0,"MVP, AntMan",TP
CVE-2022-39366,datahub-project@@datahub,v0.10.3,MVP,FP
CVE-2022-39366,datahub-project@@datahub,v0.8.33,"MVP, AntMan",TP
CVE-2022-39366,datahub-project@@datahub,v0.8.22,"MVP, AntMan",TP
CVE-2022-39366,datahub-project@@datahub,v0.5.0,AntMan,TP
CVE-2022-39366,datahub-project@@datahub,v0.11.0,MVP,FP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.0-alpha-1,AntMan,FP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.1,AntMan,FP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.2,"VUDDY, MVP, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-1.5.0,"VUDDY, MVP, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.2,MVP,FP
CVE-2022-40664,apache@@shiro,shiro-root-1.9.0-release-vote1,AntMan,TP
CVE-2022-40664,apache@@shiro,shiro-root-1.7.1,"VUDDY, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-1.6.0,"MVP, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-1.8.0,"VUDDY, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.0,"VUDDY, MVP, AntMan",TP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.0-alpha-1,,TP
CVE-2022-40664,apache@@shiro,shiro-root-2.0.1,,TP
CVE-2022-40664,apache@@shiro,shiro-root-1.9.1,"VUDDY, MVP",TP
CVE-2022-41401,OpenRefine@@OpenRefine,3.5.0,AntMan,TP
CVE-2022-41401,OpenRefine@@OpenRefine,3.7.8,MVP,FP
CVE-2022-41881,netty@@netty,netty-4.1.52.Final,"MVP, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.70.Final,AntMan,TP
CVE-2022-41881,netty@@netty,netty-4.1.55.Final,"VUDDY, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.45.Final,"VUDDY, AntMan",TP
CVE-2022-41881,netty@@netty,netty-5.0.0.Alpha2,AntMan,TP
CVE-2022-41881,netty@@netty,netty-4.1.60.Final,"VUDDY, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.90.Final,MVP,FP
CVE-2022-41881,netty@@netty,netty-4.1.80.Final,"VUDDY, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.98.Final,MVP,FP
CVE-2022-41881,netty@@netty,netty-4.1.49.Final,"VUDDY, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.66.Final,"MVP, AntMan",TP
CVE-2022-41881,netty@@netty,netty-4.1.110.Final,MVP,FP
CVE-2022-41881,netty@@netty,netty-4.1.74.Final,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.15.0,AntMan,FP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.12.2,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.13.2,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.6.7.4,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.13.0,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.9.10.4,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.13.5,MVP,FP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.15.4,MVP,FP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.9.10.2,AntMan,TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.6.7.5,"MVP, AntMan",TP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.15.3,MVP,FP
CVE-2022-42004,FasterXML@@jackson-databind,jackson-databind-2.10.5,,TP
CVE-2022-43396,apache@@kylin,kylin-4.0.3,AntMan,FP
CVE-2022-43396,apache@@kylin,kylin-4.0.0,"MVP, AntMan",TP
CVE-2022-43396,apache@@kylin,kylin-3.1.3,"VUDDY, MVP, AntMan",TP
CVE-2022-43396,apache@@kylin,kylin-5.0.0-beta,MVP,FP
CVE-2022-43396,apache@@kylin,kylin-4.0.4,MVP,FP
CVE-2022-43396,apache@@kylin,kylin-4.0.2,AntMan,TP
CVE-2022-43396,apache@@kylin,kylin-4.0.0-beta,"VUDDY, MVP, AntMan",TP
CVE-2022-43396,apache@@kylin,kylin-3.0.1,AntMan,TP
CVE-2022-43396,apache@@kylin,kylin-3.1.0,,TP
CVE-2022-43396,apache@@kylin,kylin-5.0.0,MVP,FP
CVE-2022-43396,apache@@kylin,kylin-3.1.1,MVP,TP
CVE-2022-44621,apache@@kylin,kylin-4.0.2,"MVP, AntMan",TP
CVE-2022-44621,apache@@kylin,kylin-4.0.0-beta,AntMan,TP
CVE-2022-44621,apache@@kylin,kylin-3.1.3,"MVP, AntMan",TP
CVE-2022-44621,apache@@kylin,kylin-3.1.0,AntMan,TP
CVE-2022-44621,apache@@kylin,kylin-3.0.1,AntMan,TP
CVE-2022-44621,apache@@kylin,kylin-4.0.0,"MVP, AntMan",TP
CVE-2022-44621,apache@@kylin,kylin-3.1.1,MVP,TP
CVE-2022-44644,apache@@linkis,0.9.3,AntMan,TP
CVE-2022-44644,apache@@linkis,1.0.1,AntMan,TP
CVE-2022-44644,apache@@linkis,0.9.4,"MVP, AntMan",TP
CVE-2022-44644,apache@@linkis,0.11.0,MVP,TP
CVE-2022-45206,jeecgboot@@JeecgBoot,v3.5.0,VUDDY,FP
CVE-2022-45206,jeecgboot@@JeecgBoot,v3.4.4,"VUDDY, MVP",FP
CVE-2022-45206,jeecgboot@@JeecgBoot,v3.3.0,AntMan,TP
CVE-2022-45206,jeecgboot@@JeecgBoot,v3.5.3,"VUDDY, MVP",FP
CVE-2022-45347,apache@@shardingsphere,5.0.0-RC1,AntMan,FP
CVE-2022-45347,apache@@shardingsphere,5.5.1,AntMan,FP
CVE-2022-45347,apache@@shardingsphere,5.4.1,"MVP, AntMan",FP
CVE-2022-45347,apache@@shardingsphere,5.2.1,"VUDDY, MVP, AntMan",TP
CVE-2022-45347,apache@@shardingsphere,5.1.2,AntMan,TP
CVE-2022-45347,apache@@shardingsphere,5.0.0-alpha,MVP,FP
CVE-2022-45347,apache@@shardingsphere,5.1.0,AntMan,TP
CVE-2022-45462,apache@@dolphinscheduler,1.3.5,"MVP, AntMan",FP
CVE-2022-45462,apache@@dolphinscheduler,3.0.0,AntMan,FP
CVE-2022-45462,apache@@dolphinscheduler,1.2.1,"MVP, AntMan",TP
CVE-2022-45462,apache@@dolphinscheduler,3.2.0,AntMan,FP
CVE-2022-45462,apache@@dolphinscheduler,1.3.3,"MVP, AntMan",TP
CVE-2022-45462,apache@@dolphinscheduler,3.1.7,MVP,FP
CVE-2022-45462,apache@@dolphinscheduler,1.3.8,"MVP, AntMan",TP
CVE-2022-45462,apache@@dolphinscheduler,3.1.1,MVP,FP
CVE-2022-45462,apache@@dolphinscheduler,2.0.1,AntMan,TP
CVE-2022-45462,apache@@dolphinscheduler,1.3.0,"MVP, AntMan",TP
CVE-2022-45693,Activiti@@Activiti,7.5.0-alpha.32,"VUDDY, AntMan",FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M17,"VUDDY, AntMan",FP
CVE-2022-45693,Activiti@@Activiti,7.3.0-alpha.7,"VUDDY, AntMan",FP
CVE-2022-45693,Activiti@@Activiti,7.9.0-rc.23,"VUDDY, MVP",FP
CVE-2022-45693,Activiti@@Activiti,7.11.1-alpha.6,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M11,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M9,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,8.3.0-mock,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.11.0-rc.9,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M12,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.7.0-rc.25,"VUDDY, MVP",FP
CVE-2022-45693,Activiti@@Activiti,7.12.0-rc.94,"VUDDY, MVP",FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M14,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,8.7.1-mock,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,7.1.0-M7,VUDDY,FP
CVE-2022-45693,Activiti@@Activiti,8.6.0-alpha.4,VUDDY,FP
CVE-2022-47105,jeecgboot@@JeecgBoot,v3.4.4,"VUDDY, AntMan",TP
CVE-2022-47894,apache@@zeppelin,v0.11.1-rc1,"MVP, AntMan",FP
CVE-2022-47894,apache@@zeppelin,v0.9.0-preview1,"VUDDY, AntMan",TP
CVE-2022-47894,apache@@zeppelin,v0.10.1-rc2,"VUDDY, MVP, AntMan",TP
CVE-2022-47894,apache@@zeppelin,v0.10.0,"VUDDY, AntMan",TP
CVE-2022-47894,apache@@zeppelin,v0.11.2-rc1,MVP,FP
CVE-2022-47894,apache@@zeppelin,v0.9.0-docker,"VUDDY, MVP, AntMan",TP
CVE-2023-0044,quarkusio@@quarkus,3.3.0,MVP,FP
CVE-2023-0044,quarkusio@@quarkus,3.5.3,MVP,FP
CVE-2023-0091,keycloak@@keycloak,24.0.2,"VUDDY, MVP, AntMan",FP
CVE-2023-0091,keycloak@@keycloak,12.0.0,"VUDDY, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,24.0.2,MVP,FP
CVE-2023-0091,keycloak@@keycloak,19.0.3,AntMan,TP
CVE-2023-0091,keycloak@@keycloak,20.0.3,"VUDDY, MVP",FP
CVE-2023-0091,keycloak@@keycloak,23.0.2,"VUDDY, MVP",FP
CVE-2023-0091,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2023-0091,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2023-0091,keycloak@@keycloak,10.0.1,"VUDDY, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,15.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,24.0.6,"VUDDY, MVP",FP
CVE-2023-0091,keycloak@@keycloak,18.0.1,"VUDDY, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,11.0.1,"MVP, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,13.0.0,"VUDDY, MVP, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,26.0.1,VUDDY,FP
CVE-2023-0091,keycloak@@keycloak,22.0.2,VUDDY,FP
CVE-2023-0091,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2023-0091,keycloak@@keycloak,8.0.2,"VUDDY, AntMan",TP
CVE-2023-0091,keycloak@@keycloak,21.1.0,"VUDDY, MVP",FP
CVE-2023-0105,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2023-0105,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,15.0.1,"VUDDY, MVP, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,11.0.1,"MVP, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,26.0.1,MVP,FP
CVE-2023-0105,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,18.0.1,AntMan,TP
CVE-2023-0105,keycloak@@keycloak,23.0.2,MVP,FP
CVE-2023-0105,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-0105,keycloak@@keycloak,21.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2023-0105,keycloak@@keycloak,19.0.3,"VUDDY, MVP",TP
CVE-2023-0264,keycloak@@keycloak,19.0.3,"VUDDY, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,11.0.1,AntMan,FP
CVE-2023-0264,keycloak@@keycloak,10.0.1,"VUDDY, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-0264,keycloak@@keycloak,13.0.0,AntMan,TP
CVE-2023-0264,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2023-0264,keycloak@@keycloak,18.0.1,"MVP, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,20.0.3,AntMan,TP
CVE-2023-0264,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2023-0264,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2023-0264,keycloak@@keycloak,11.0.1,AntMan,TP
CVE-2023-0264,keycloak@@keycloak,20.0.3,MVP,FP
