CVE,target_repo,target_tag,TOOL,TP/FP
CVE-2023-49068,apache@@dolphinscheduler,3.0.0,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,3.1.1,AntMan,TP
CVE-2023-49068,apache@@dolphinscheduler,3.0.0,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,1.3.0,AntMan,TP
CVE-2023-49068,apache@@dolphinscheduler,1.3.3,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,3.2.0,,TP
CVE-2023-49068,apache@@dolphinscheduler,1.2.1,,TP
CVE-2023-49068,apache@@dolphinscheduler,3.2.1,MVP,FP
CVE-2023-49250,apache@@dolphinscheduler,3.0.0,"VUDDY, MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.2.1,AntMan,FP
CVE-2023-49250,apache@@dolphinscheduler,1.2.1,"MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.0.0-alpha,"VUDDY, MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.1.4,"VUDDY, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,1.3.3,"MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.1.7,"VUDDY, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,1.3.8,"MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.2.0,"VUDDY, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,1.3.0,AntMan,TP
CVE-2023-49250,apache@@dolphinscheduler,2.0.1,"MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,3.1.1,"VUDDY, MVP, AntMan",TP
CVE-2023-49250,apache@@dolphinscheduler,1.3.5,,TP
CVE-2023-49299,apache@@dolphinscheduler,1.3.3,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,3.0.0,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,1.2.1,"MVP, AntMan",TP
CVE-2023-49299,apache@@dolphinscheduler,3.1.7,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,3.2.0,VUDDY,FP
CVE-2023-49299,apache@@dolphinscheduler,3.0.0,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,1.3.8,"MVP, AntMan",TP
CVE-2023-49299,apache@@dolphinscheduler,1.3.0,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,3.2.0,MVP,FP
CVE-2023-49299,apache@@dolphinscheduler,2.0.1,"MVP, AntMan",TP
CVE-2023-49299,apache@@dolphinscheduler,3.0.0,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,3.0.0,AntMan,TP
CVE-2023-49299,apache@@dolphinscheduler,3.1.1,"MVP, AntMan",TP
CVE-2023-49299,apache@@dolphinscheduler,3.1.4,MVP,TP
CVE-2023-49921,elastic@@elasticsearch,v7.16.2,AntMan,TP
CVE-2023-49921,elastic@@elasticsearch,v7.5.2,AntMan,TP
CVE-2023-49921,elastic@@elasticsearch,v6.8.15,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v8.17.0,AntMan,FP
CVE-2023-49921,elastic@@elasticsearch,v8.9.1,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v8.6.1,"VUDDY, MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.13.2,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.9.0,AntMan,TP
CVE-2023-49921,elastic@@elasticsearch,v7.17.2,"VUDDY, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v6.8.9,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v8.3.1,"VUDDY, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.10.1,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.17.15,"VUDDY, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.17.7,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v7.14.2,"MVP, AntMan",TP
CVE-2023-49921,elastic@@elasticsearch,v8.7.1,VUDDY,TP
CVE-2023-5072,stleary@@JSON-java,20201115,"MVP, AntMan",TP
CVE-2023-5072,stleary@@JSON-java,20241224,MVP,FP
CVE-2023-5072,stleary@@JSON-java,20200518,AntMan,TP
CVE-2023-5072,stleary@@JSON-java,20230618,AntMan,TP
CVE-2023-5072,stleary@@JSON-java,20211205,"MVP, AntMan",TP
CVE-2023-5072,stleary@@JSON-java,20210307,"MVP, AntMan",TP
CVE-2023-5072,stleary@@JSON-java,20220320,AntMan,TP
CVE-2023-5072,stleary@@JSON-java,20220924,"MVP, AntMan",TP
CVE-2023-5072,stleary@@JSON-java,20230227,"MVP, AntMan",TP
CVE-2023-51074,json-path@@JsonPath,json-path-2.8.0,"MVP, AntMan",TP
CVE-2023-51074,json-path@@JsonPath,json-path-2.9.0,MVP,FP
CVE-2023-51445,geoserver@@geoserver,2.25.5,AntMan,FP
CVE-2023-51445,geoserver@@geoserver,2.24.5,AntMan,FP
CVE-2023-51445,geoserver@@geoserver,2.18.0,"MVP, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.23.4,MVP,FP
CVE-2023-51445,geoserver@@geoserver,2.22.3,"VUDDY, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.22.5,"VUDDY, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.18.5,"VUDDY, MVP, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.20.5,"VUDDY, MVP, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.18.3,"VUDDY, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.22.1,"VUDDY, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.20.3,"VUDDY, AntMan",TP
CVE-2023-51445,geoserver@@geoserver,2.20.1,,TP
CVE-2023-51445,geoserver@@geoserver,2.18.2,VUDDY,TP
CVE-2023-51445,geoserver@@geoserver,2.21.2,"VUDDY, MVP",TP
CVE-2023-51445,geoserver@@geoserver,2.16.3,VUDDY,TP
CVE-2023-51445,geoserver@@geoserver,2.16.2,VUDDY,TP
CVE-2023-51656,apache@@iotdb,release/0.10.1,"MVP, AntMan",FP
CVE-2023-51656,apache@@iotdb,v0.12.2,VUDDY,FP
CVE-2023-51656,apache@@iotdb,v0.13.4,AntMan,TP
CVE-2023-51656,apache@@iotdb,v0.14.0-preview3,MVP,FP
CVE-2023-51656,apache@@iotdb,release/0.11.0,MVP,FP
CVE-2023-51656,apache@@iotdb,v0.13.0.1,"VUDDY, AntMan",TP
CVE-2023-51656,apache@@iotdb,v1.3.0,MVP,FP
CVE-2023-51656,apache@@iotdb,v0.12.4,VUDDY,FP
CVE-2023-51656,apache@@iotdb,release/0.9.2,MVP,FP
CVE-2023-51656,apache@@iotdb,v1.3.1,MVP,FP
CVE-2023-51770,apache@@dolphinscheduler,3.1.7,"MVP, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,1.3.8,"MVP, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,1.3.3,AntMan,TP
CVE-2023-51770,apache@@dolphinscheduler,3.1.1,"VUDDY, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,3.2.1,"VUDDY, MVP",FP
CVE-2023-51770,apache@@dolphinscheduler,1.3.0,"MVP, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,3.2.0,"VUDDY, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,3.0.0,"MVP, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,3.2.2,VUDDY,FP
CVE-2023-51770,apache@@dolphinscheduler,3.1.4,"VUDDY, MVP, AntMan",TP
CVE-2023-51770,apache@@dolphinscheduler,2.0.1,AntMan,TP
CVE-2023-51770,apache@@dolphinscheduler,1.2.1,,TP
CVE-2023-51770,apache@@dolphinscheduler,3.0.0-alpha,"VUDDY, MVP",TP
CVE-2023-51770,apache@@dolphinscheduler,3.0.0-alpha,MVP,FP
CVE-2023-5379,undertow-io@@undertow,2.3.6.Final,"VUDDY, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.2.13.Final,"MVP, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.3.11.Final,"VUDDY, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.2.9.Final,AntMan,TP
CVE-2023-5379,undertow-io@@undertow,2.3.0.Alpha2,AntMan,TP
CVE-2023-5379,undertow-io@@undertow,2.0.31.Final,AntMan,TP
CVE-2023-5379,undertow-io@@undertow,2.2.21.Final,"MVP, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.3.4.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.3.8.Final,"VUDDY, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.0.29.Final,"MVP, AntMan",TP
CVE-2023-5379,undertow-io@@undertow,2.2.3.Final,AntMan,TP
CVE-2023-5379,undertow-io@@undertow,2.2.6.Final,AntMan,TP
CVE-2023-5379,undertow-io@@undertow,2.1.0.Final,MVP,TP
CVE-2023-5379,undertow-io@@undertow,2.2.17.Final,MVP,TP
CVE-2023-6267,quarkusio@@quarkus,3.8.6,"VUDDY, MVP, AntMan",TP
CVE-2023-6267,quarkusio@@quarkus,3.8.6,MVP,FP
CVE-2023-6267,quarkusio@@quarkus,3.10.2,VUDDY,FP
CVE-2023-6267,quarkusio@@quarkus,3.10.2,MVP,FP
CVE-2023-6267,quarkusio@@quarkus,3.5.3,"MVP, AntMan",TP
CVE-2023-6267,quarkusio@@quarkus,3.7.4,"VUDDY, AntMan",TP
CVE-2023-6267,quarkusio@@quarkus,3.3.0,"VUDDY, MVP",TP
CVE-2023-6484,keycloak@@keycloak,15.0.1,"VUDDY, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,15.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,18.0.1,AntMan,TP
CVE-2023-6484,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,11.0.1,AntMan,TP
CVE-2023-6484,keycloak@@keycloak,22.0.2,"VUDDY, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,10.0.1,"VUDDY, MVP, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,12.0.0,"VUDDY, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,19.0.3,AntMan,TP
CVE-2023-6484,keycloak@@keycloak,23.0.2,"VUDDY, MVP, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,13.0.0,AntMan,TP
CVE-2023-6484,keycloak@@keycloak,21.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-6484,keycloak@@keycloak,8.0.2,MVP,TP
CVE-2023-6563,keycloak@@keycloak,12.0.0,"MVP, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2023-6563,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,19.0.3,"MVP, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,26.0.1,MVP,FP
CVE-2023-6563,keycloak@@keycloak,17.0.0,"VUDDY, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,18.0.1,"VUDDY, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2023-6563,keycloak@@keycloak,15.0.1,,TP
CVE-2023-6787,keycloak@@keycloak,24.0.2,"VUDDY, MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,24.0.2,"MVP, AntMan",FP
CVE-2023-6787,keycloak@@keycloak,15.1.0,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2023-6787,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-6787,keycloak@@keycloak,23.0.2,"VUDDY, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,13.0.0,AntMan,TP
CVE-2023-6787,keycloak@@keycloak,18.0.1,AntMan,TP
CVE-2023-6787,keycloak@@keycloak,19.0.3,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,11.0.1,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,15.0.1,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,21.1.0,AntMan,TP
CVE-2023-6787,keycloak@@keycloak,22.0.2,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,20.0.3,"MVP, AntMan",TP
CVE-2023-6787,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,24.0.2,"MVP, AntMan",FP
CVE-2023-6927,keycloak@@keycloak,15.0.1,"VUDDY, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,20.0.3,AntMan,TP
CVE-2023-6927,keycloak@@keycloak,23.0.2,"MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,13.0.0,"VUDDY, MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2023-6927,keycloak@@keycloak,8.0.2,AntMan,TP
CVE-2023-6927,keycloak@@keycloak,10.0.1,"VUDDY, MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,19.0.3,"VUDDY, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,21.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,22.0.2,AntMan,TP
CVE-2023-6927,keycloak@@keycloak,18.0.1,"VUDDY, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,15.1.0,"MVP, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,12.0.0,"VUDDY, AntMan",TP
CVE-2023-6927,keycloak@@keycloak,11.0.1,"VUDDY, MVP",TP
